"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.161621433542102,0.172755741127349,0.052366040361865,0.426757132915797,0.0600208768267223,0.0210508002783577,0.0607167710508003,0.0447112038970077
"2",0.109133126934985,0.0905572755417957,0.229876160990712,0.136996904024768,0.102941176470588,0.0688854489164087,0.164860681114551,0.096749226006192
"3",0.0438679245283019,0.0891509433962264,0.0306603773584906,0.262735849056604,0.238207547169811,0.0193396226415094,0.260849056603774,0.055188679245283
"4",0.0841254752851711,0.101235741444867,0.0575095057034221,0.264733840304183,0.179182509505703,0.0480038022813688,0.194391634980989,0.0708174904942966
"5",0.158649173955296,0.0157920310981535,0.25,0.0196793002915452,0.0459183673469388,0.332604470359572,0.0527210884353742,0.12463556851312
"6",0.201778017241379,0.0433728448275862,0.186691810344828,0.0369073275862069,0.0347521551724138,0.353717672413793,0.0476831896551724,0.0950969827586207
"7",0.129556259904913,0.323956682514527,0.0677496038034865,0.144347596407818,0.12797147385103,0.0307712625462229,0.111595351294242,0.0640517696777602
"8",0.136890606420927,0.190398335315101,0.0679250891795482,0.0435493460166468,0.130350772889417,0.0477110582639715,0.140457788347206,0.242717003567182
"9",0.135022692889561,0.0306354009077156,0.218229954614221,0.0366868381240545,0.0321482602118003,0.448184568835098,0.0351739788199697,0.0639183055975794
"10",0.294182948490231,0.0570603907637655,0.192051509769094,0.0339698046181172,0.0535079928952043,0.155639431616341,0.0384103019538188,0.175177619893428
"11",0.232710926694329,0.0418395573997234,0.198132780082988,0.0224757952973721,0.0293914246196404,0.191217150760719,0.0736514522821577,0.210580912863071
"12",0.111144578313253,0.15933734939759,0.0942771084337349,0.083433734939759,0.066566265060241,0.0641566265060241,0.0906626506024096,0.330421686746988
"13",0.207204433497537,0.0508004926108374,0.0963669950738916,0.084051724137931,0.0815886699507389,0.132081280788177,0.040948275862069,0.306958128078818
"14",0.176701570680628,0.0266143106457243,0.0807155322862129,0.099912739965096,0.0789703315881326,0.269197207678883,0.0510471204188482,0.216841186736475
"15",0.104166666666667,0.068452380952381,0.116071428571429,0.0486111111111111,0.0486111111111111,0.318452380952381,0.0724206349206349,0.223214285714286
"16",0.10739313244569,0.105290819901892,0.12281009110021,0.23843728100911,0.208304134548003,0.0366152768044849,0.136825508058865,0.0443237561317449
"17",0.113836824696803,0.0333517089305402,0.218577728776185,0.0443770672546858,0.0355567805953693,0.398291069459757,0.0344542447629548,0.121554575523705
"18",0.143197278911565,0.0425170068027211,0.170408163265306,0.0316326530612245,0.0642857142857143,0.408503401360544,0.0561224489795918,0.0833333333333333
"19",0.200897571277719,0.029831045406547,0.0857972544878564,0.043558606124604,0.0351108764519535,0.393083421330517,0.0731256599788807,0.138595564941922
"20",0.0866613418530351,0.0579073482428115,0.0611022364217252,0.241613418530351,0.303913738019169,0.0435303514376997,0.163338658146965,0.0419329073482428
"21",0.180693069306931,0.121287128712871,0.0717821782178218,0.22029702970297,0.121287128712871,0.101485148514851,0.101485148514851,0.0816831683168317
"22",0.178246753246753,0.139285714285714,0.0626623376623377,0.182142857142857,0.243181818181818,0.0496753246753247,0.0964285714285714,0.0483766233766234
"23",0.14087093389297,0.211175236096537,0.0726652675760756,0.114637985309549,0.266789087093389,0.0401364113326338,0.0621720881427072,0.0915529905561385
"24",0.204222011385199,0.0514705882352941,0.0400853889943074,0.049573055028463,0.0562144212523719,0.12926944971537,0.0524193548387097,0.416745730550285
"25",0.0803101228788765,0.257606787595085,0.0270626097132826,0.120099473376243,0.11132241076653,0.0498829724985372,0.0370099473376243,0.316705675833821
"26",0.202285485164395,0.102846832397755,0.0274659182036889,0.365878107457899,0.0827987169206095,0.0162389735364876,0.176623897353649,0.0258620689655172
"27",0.129961832061069,0.244465648854962,0.0604961832061069,0.181106870229008,0.113931297709924,0.0666030534351145,0.151335877862595,0.0520992366412214
"28",0.116666666666667,0.0701438848920863,0.0173860911270983,0.438489208633094,0.122901678657074,0.0121103117505995,0.180935251798561,0.0413669064748201
"29",0.130907372400756,0.0401701323251418,0.0590737240075614,0.142249527410208,0.223534971644612,0.0231568998109641,0.314272211720227,0.0666351606805293
"30",0.141245487364621,0.0347472924187726,0.114169675090253,0.115974729241877,0.132220216606498,0.0383574007220217,0.332581227436823,0.0907039711191336
"31",0.111973775017253,0.03743961352657,0.0119047619047619,0.2148033126294,0.100931677018634,0.0243271221532091,0.459109730848861,0.0395100069013112
"32",0.0479132344865459,0.11271279516749,0.021004942339374,0.222542559033498,0.0545030203185063,0.0171609006040637,0.491076331685887,0.0330862163646348
"33",0.136660447761194,0.0657649253731343,0.138526119402985,0.0172574626865672,0.0471082089552239,0.347481343283582,0.0974813432835821,0.149720149253731
"34",0.115403543307087,0.0829232283464567,0.030757874015748,0.194143700787402,0.144931102362205,0.0524114173228346,0.30634842519685,0.0730807086614173
"35",0.101688102893891,0.0486334405144695,0.346061093247588,0.0438102893890675,0.0309485530546624,0.238344051446945,0.0759646302250804,0.114549839228296
"36",0.0827492211838006,0.0453660436137072,0.047702492211838,0.272001557632399,0.243964174454829,0.0282320872274143,0.219820872274143,0.0601635514018692
"37",0.166530944625407,0.0183224755700326,0.340798045602606,0.0557817589576547,0.0378664495114007,0.238192182410423,0.0329804560260586,0.109527687296417
"38",0.114746945898778,0.0536649214659686,0.0513379872018615,0.256689936009308,0.256108202443281,0.0152705061082024,0.218877254217568,0.033304246655032
"39",0.0449471210340776,0.0190951821386604,0.308166862514689,0.0249706227967098,0.0284958871915394,0.402173913043478,0.0284958871915394,0.143654524089307
"40",0.158545197740113,0.0286016949152542,0.0469632768361582,0.0257768361581921,0.0681497175141243,0.493290960451977,0.0483757062146893,0.130296610169492
"41",0.0935948361469712,0.0260675273088381,0.310079443892751,0.0628103277060576,0.0499006951340616,0.2753227408143,0.0409632571996028,0.141261171797418
"42",0.0936387900355872,0.0527135231316726,0.205738434163701,0.05894128113879,0.0269128113879004,0.405916370106762,0.0278024911032028,0.128336298932384
"43",0.218128390596745,0.241636528028933,0.0174050632911392,0.150316455696203,0.155741410488246,0.0192133815551537,0.145795660036166,0.0517631103074141
"44",0.159535452322738,0.0421760391198044,0.12041564792176,0.0984107579462103,0.144865525672372,0.0812958435207824,0.0861858190709046,0.267114914425428
"45",0.174597855227882,0.0311662198391421,0.114276139410188,0.161193029490617,0.216152815013405,0.0459115281501341,0.214812332439678,0.0418900804289544
"46",0.0926423200859291,0.0969387755102041,0.063641245972073,0.166756176154672,0.176423200859291,0.0228249194414608,0.343984962406015,0.0367883995703545
"47",0.286196911196911,0.170366795366795,0.0448841698841699,0.158783783783784,0.0854247104247104,0.0333011583011583,0.166505791505792,0.0545366795366795
"48",0.156031468531469,0.196241258741259,0.0808566433566434,0.14729020979021,0.108828671328671,0.0616258741258741,0.152534965034965,0.0965909090909091
"49",0.0484660574412533,0.133975195822454,0.0778394255874674,0.0217036553524804,0.239719321148825,0.0817558746736292,0.0373694516971279,0.359171018276762
"50",0.0905236536745016,0.0857631657244868,0.0217941088961619,0.537414459982148,0.108673013983933,0.0331002677774472,0.106292770008926,0.0164385599523951
"51",0.0436987483815278,0.586210617177385,0.0290246007768666,0.0829736728528269,0.0268666378938282,0.0242770824341821,0.148144151920587,0.0588044885627967
"52",0.0920310296191819,0.0440761636107193,0.199224259520451,0.021509167842031,0.0370239774330042,0.498236953455571,0.0398448519040903,0.0680535966149506
"53",0.1375,0.038563829787234,0.111968085106383,0.0172872340425532,0.0257978723404255,0.554521276595745,0.0375,0.0768617021276596
"54",0.17695652173913,0.346231884057971,0.0192753623188406,0.103913043478261,0.098695652173913,0.0273913043478261,0.165942028985507,0.0615942028985507
"55",0.199443882709808,0.220677451971689,0.0245197168857432,0.108442871587462,0.116531850353893,0.0882204246713852,0.142821031344793,0.0993427704752275
"56",0.0590128755364807,0.11623748211731,0.194921316165951,0.0604434907010014,0.0718884120171674,0.11480686695279,0.034692417739628,0.347997138769671
"57",0.161908646003263,0.0607667210440457,0.0428221859706362,0.081973898858075,0.0672920065252855,0.0999184339314845,0.152120717781403,0.333197389885807
"58",0.07861328125,0.12158203125,0.03564453125,0.26611328125,0.21728515625,0.04345703125,0.20166015625,0.03564453125
